customer_id,first_name,last_name,country,Salary,Total_Amount_Wagered,Age,Gender,Bet_Type_Preference,Total_Number_of_Bets,Number_of_Bonuses_Received,Average_Amount_of_Bonuses_Received
9581,Julie,Thompson,Monaco,40754,21074,32.0,Male,Cricket,83.0,19.0,7361
8573,James,Bennett,United Kingdom,66429,14984,32.0,Female,Cricket,77.0,19.0,455
2601,David,Kirk,Bermuda,51818,82134,26.0,Male,Basketball,98.0,18.0,6867
9457,Ryan,Perez,Switzerland,48546,60405,36.0,Male,Football,99.0,17.0,4826
5805,Debra,Galvan,United Arab Emirates,24698,6741,16.0,Male,Cricket,52.0,18.0,8215
4030,Monica,Campbell,Vanuatu,79580,59960,35.0,Female,Keno,73.0,20.0,5438
5889,Samantha,Cunningham,Tanzania,49060,68181,33.0,Female,Cricket,100.0,17.0,424
6394,Matthew,Durham,Iran,37004,81370,22.0,Male,Bingo,90.0,19.0,8884
3447,Nathan,Oconnor,British Virgin Islands,22999,7244,16.0,Female,Cricket,48.0,17.0,3698
3273,Tyler,Nichols,Northern Mariana Islands,76884,11789,28.0,Female,Tennis,60.0,19.0,7839
6730,Carrie,Campbell,Eritrea,28415,41245,31.0,Male,Cricket,76.0,20.0,5900
1745,Howard,Barnes,New Zealand,47174,23406,35.0,Female,Tennis,88.0,19.0,3117
8863,Rebecca,Harvey,Hungary,21783,9952,16.0,Male,Esports,48.0,17.0,3965
3707,David,Golden,Sierra Leone,22783,7568,16.0,Male,Tennis,48.0,17.0,8557
7695,James,Sullivan,South Georgia and the South Sandwich Islands,31182,74178,24.0,Male,Tennis,84.0,20.0,5523
6318,Stephanie,Parsons,Congo,52329,20248,34.0,Male,Keno,88.0,19.0,6738
4966,Steven,Pennington,Niger,26603,35050,29.0,Female,Keno,71.0,20.0,6120
1177,Jennifer,Phillips,Norfolk Island,53069,44085,39.0,Male,Basketball,97.0,18.0,2411
2972,Timothy,Bradshaw,Myanmar,31355,15357,25.0,Male,Football,69.0,19.0,9887
6245,Jerome,Armstrong,Niger,50632,20254,34.0,Male,Cricket,87.0,19.0,877
3374,Sarah,Ware,Bulgaria,49297,12397,30.0,Male,Bingo,82.0,19.0,8095
7959,Ashley,Jones,Pakistan,20158,4620,12.0,Female,Cricket,40.0,15.0,7807
9229,Madison,Saunders,Tuvalu,62064,22427,36.0,Male,Basketball,85.0,19.0,3685
8573,James,Bennett,United Kingdom,33215,55772,32.0,Male,Basketball,86.0,19.0,6115
5372,Joseph,Owens,Antigua and Barbuda,21402,7220,14.0,Female,Football,45.0,16.0,7710
2841,Kayla,Martinez,Gibraltar,40366,22655,32.0,Male,Football,84.0,19.0,9967
8222,Dylan,Johnson,Tonga,43034,16621,31.0,Female,Cricket,82.0,19.0,3170
7120,Amanda,Moran,Ecuador,15147,9130,11.0,Male,Football,31.0,13.0,8869
4414,Faith,Flores,Puerto Rico,28286,13202,22.0,Male,Bingo,63.0,19.0,3830
8976,Matthew,Green,Antarctica (the territory South of 60 deg S),42222,53481,36.0,Male,Football,96.0,18.0,5951
7730,Daniel,Green,Lesotho,37797,56855,34.0,Male,Keno,92.0,19.0,6053
5207,Bryan,Levy,Fiji,29728,10990,22.0,Male,Basketball,64.0,19.0,6456
7688,David,Serrano,Gambia,46193,79215,27.0,Female,Basketball,97.0,18.0,8433
7785,Felicia,Wiggins,Montserrat,32059,64679,29.0,Male,Basketball,85.0,19.0,8466
6796,Bryce,Poole,Sweden,32524,34648,32.0,Male,Football,80.0,19.0,1183
1779,Mary,Martinez,Togo,77119,26759,35.0,Male,Cricket,68.0,19.0,7482
5785,John,Pollard,Congo,21685,8103,15.0,Male,Cricket,46.0,17.0,4356
8664,William,Young,Australia,34566,49026,34.0,Male,Blackjack,87.0,19.0,1010
8871,John,Blackburn,Colombia,22481,8841,16.0,Female,Cricket,48.0,17.0,7180
4908,William,Williams,Mali,23120,8626,17.0,Male,Football,50.0,17.0,2885
2313,Michael,Hensley,Croatia,33647,89981,14.0,Male,Cricket,84.0,20.0,1971
7549,Taylor,Hess,Israel,34824,38310,34.0,Female,Cricket,85.0,19.0,8962
1779,Mary,Martinez,Togo,24749,7424,17.0,Male,Poker,52.0,18.0,253
6834,Megan,Cohen,Senegal,28073,26120,28.0,Male,Cricket,70.0,19.0,1620
6763,Elizabeth,Ibarra,Qatar,57061,69619,34.0,Male,Cricket,99.0,17.0,2281
5372,Samantha,Patton,Venezuela,53853,91074,19.0,Male,Basketball,96.0,18.0,5459
6210,Matthew,White,Bouvet Island (Bouvetoya),50381,16290,32.0,Female,Cricket,85.0,19.0,7140
3894,James,Mitchell,Zambia,47862,10559,29.0,Male,Keno,81.0,19.0,2874
2038,Jason,Garcia,Latvia,54786,11858,30.0,Male,Poker,82.0,19.0,2586
2815,Paul,Richardson,Iraq,32628,30396,32.0,Female,Poker,79.0,19.0,1922
1153,Cameron,Jones,Cayman Islands,34999,17071,28.0,Male,Poker,75.0,19.0,4034
8502,Jessica,Cruz,Luxembourg,69986,12849,31.0,Male,Cricket,72.0,19.0,8109
7119,Tracey,Johnson,North Macedonia,70887,74159,31.0,Male,Blackjack,87.0,19.0,7868
4958,Lori,Jackson,Korea,44691,30145,36.0,Male,Basketball,90.0,18.0,2745
2875,Veronica,Pratt,Niger,83888,23953,32.0,Male,Poker,53.0,18.0,5323
7615,Melinda,Marshall,Korea,20415,5034,12.0,Male,Cricket,41.0,16.0,3985
6984,Brandi,Hamilton,New Caledonia,23290,9510,17.0,Female,Cricket,51.0,17.0,5219
8157,Jacob,Johnson,Saint Barthelemy,26655,12308,21.0,Male,Cricket,59.0,19.0,1313
7695,Jasmin,Joseph,Gibraltar,32291,68806,27.0,Male,Football,86.0,19.0,2871
4898,Jeffrey,Davis,Guinea-Bissau,91048,29511,30.0,Male,Poker,37.0,15.0,2348
2012,Jason,Kelley,Kuwait,22768,7366,15.0,Female,Basketball,48.0,17.0,6298
9831,Michael,Salinas,Botswana,23056,8894,17.0,Male,Cricket,50.0,17.0,1119
9085,Cassandra,Vazquez,Poland,61539,59741,38.0,Male,Basketball,97.0,18.0,6563
7225,Colin,Andersen,North Macedonia,38832,80383,24.0,Male,Basketball,92.0,19.0,677
2054,Paul,Lane,Germany,35260,45817,34.0,Male,Cricket,87.0,19.0,8240
1316,Kenneth,Gallagher,Northern Mariana Islands,23921,4902,15.0,Male,Cricket,49.0,17.0,461
1824,James,Torres,Suriname,92029,10155,21.0,Male,Cricket,24.0,11.0,1493
4185,Martha,Cruz,Cocos (Keeling) Islands,70128,18616,33.0,Male,Poker,75.0,19.0,5883
5711,Penny,Moss,Palestinian Territory,32051,24352,29.0,Male,Poker,75.0,19.0,4631
8281,Stephen,Valdez,Jamaica,31570,97071,7.0,Male,Tennis,78.0,20.0,6880
1578,Joel,Lozano,Pakistan,35848,20793,30.0,Female,Cricket,78.0,19.0,9579
1562,Brandy,Wagner,Korea,28268,12170,22.0,Male,Football,62.0,19.0,5333
9448,Janice,Roberts,Malaysia,74052,66280,34.0,Male,Bingo,83.0,20.0,3756
5646,Emma,Ramsey,Togo,60526,34187,39.0,Male,Cricket,92.0,18.0,3983
4923,Kristopher,Berg,Gabon,43592,69690,31.0,Male,Poker,97.0,18.0,6150
3277,Hector,Lee,Azerbaijan,46458,39566,38.0,Female,Football,95.0,18.0,8981
3468,Matthew,Valdez,British Indian Ocean Territory (Chagos Archipelago),36524,68343,29.0,Male,Football,91.0,19.0,6894
7779,Jean,Cox,Slovenia,77722,16720,31.0,Female,Football,62.0,19.0,783
8899,Patrick,Johnson,Sudan,71173,13094,31.0,Female,Cricket,70.0,19.0,6194
4120,Mary,Hernandez,Burundi,78383,19882,32.0,Male,Poker,62.0,19.0,4598
7155,Stephanie,Ray,Mongolia,82859,20106,31.0,Male,Cricket,53.0,18.0,2969
4569,Ashley,Rosario,Ethiopia,22260,8150,16.0,Female,Cricket,47.0,17.0,5166
7091,Jesus,Andrews,Oman,21202,6964,14.0,Male,Cricket,44.0,16.0,3072
8678,Shannon,Fletcher,Mauritius,24681,8526,17.0,Male,Cricket,53.0,18.0,2642
3159,Julie,Gallagher,Suriname,47641,28606,36.0,Male,Tennis,91.0,18.0,220
1718,Trevor,Thompson,Holy See (Vatican City State),20123,8510,14.0,Male,Cricket,43.0,16.0,3007
6493,Sandra,Farmer,Central African Republic,87742,12005,25.0,Male,Basketball,37.0,15.0,3587
9392,Alexandra,Brown,Syrian Arab Republic,91032,36305,32.0,Male,Cricket,40.0,16.0,713
5290,Kaitlyn,Foley,Swaziland,40180,25595,33.0,Male,Keno,85.0,19.0,6508
9695,Linda,Jones,United Arab Emirates,34239,31873,33.0,Female,Cricket,82.0,19.0,9567
7519,Ashley,Allen,Paraguay,52157,56720,38.0,Male,Bingo,100.0,17.0,4738
2325,Amy,Allen,Holy See (Vatican City State),57775,28007,38.0,Female,Basketball,90.0,18.0,1083
3895,Robert,Nolan,Yemen,21099,5031,13.0,Male,Keno,43.0,16.0,6247
1467,Mark,Miller,Liberia,73956,63656,35.0,Female,Cricket,83.0,20.0,4072
2833,Marcus,Lewis,Rwanda,26545,18827,24.0,Female,Cricket,63.0,19.0,1344
7449,Scott,Martinez,Dominica,97119,76526,19.0,Male,Basketball,26.0,12.0,9049
4202,Angel,King,Timor-Leste,65212,57105,38.0,Male,Cricket,93.0,18.0,7565
3556,Lance,Shields,Togo,50985,92125,18.0,Male,Basketball,95.0,18.0,9923
5711,Penny,Moss,Palestinian Territory,27002,17572,24.0,Male,Tennis,63.0,19.0,7990
3815,Dakota,Adams,Bolivia,54012,15599,32.0,Female,Cricket,85.0,19.0,424
9138,Jeremiah,Martinez,Guinea-Bissau,75405,12313,29.0,Male,Cricket,63.0,19.0,2540
1472,Tyrone,Marsh,American Samoa,46706,24915,35.0,Male,Blackjack,89.0,19.0,871
2749,Timothy,Day,United Arab Emirates,28603,80871,19.0,Female,Tennis,78.0,20.0,1477
2972,Timothy,Bradshaw,Myanmar,41662,23165,33.0,Female,Basketball,85.0,19.0,731
9444,Jody,Nelson,Kuwait,58100,36155,39.0,Male,Cricket,94.0,18.0,8434
4349,Timothy,Murray,Iran,23846,6397,16.0,Male,Basketball,50.0,17.0,6091
5562,Howard,Young,Lithuania,42864,43705,37.0,Male,Cricket,94.0,18.0,7616
8606,Dustin,Torres,Rwanda,20011,7334,14.0,Male,Bingo,42.0,16.0,7672
1801,Lauren,Cervantes,North Macedonia,44317,20152,33.0,Male,Cricket,85.0,19.0,6620
8988,Brenda,Bradford,Pitcairn Islands,74342,18466,33.0,Male,Cricket,69.0,19.0,850
4980,Rachel,Stephens,Chile,31404,58738,31.0,Male,Cricket,84.0,19.0,3722
5099,Jennifer,Thomas,Lithuania,34243,83763,19.0,Female,Cricket,86.0,19.0,8169
8801,Kevin,Allen,Moldova,41399,22056,32.0,Male,Tennis,84.0,19.0,8006
3468,Matthew,Valdez,British Indian Ocean Territory (Chagos Archipelago),33436,19417,28.0,Male,Basketball,74.0,19.0,6438
8549,Christopher,Thompson,Israel,96879,57792,27.0,Female,Football,27.0,12.0,765
1985,Kristin,Davis,Vietnam,63363,46653,40.0,Female,Keno,93.0,18.0,4316
4398,Adam,Gonzalez,Comoros,89432,73682,25.0,Female,Poker,49.0,18.0,1624
3999,Brianna,Gilmore,Denmark,89000,33088,32.0,Male,Football,45.0,17.0,5799
7604,Sheila,Tran,Haiti,76693,52642,37.0,Male,Football,77.0,20.0,4408
8976,Matthew,Green,Antarctica (the territory South of 60 deg S),21580,5004,13.0,Female,Bingo,44.0,16.0,9600
4687,Christopher,Wagner,Qatar,43117,57251,36.0,Male,Basketball,97.0,18.0,2751
8636,Lisa,Black,Turkmenistan,35531,22502,30.0,Female,Cricket,79.0,19.0,2285
7615,Melinda,Marshall,Korea,42490,13819,29.0,Female,Basketball,80.0,19.0,6965
7992,Richard,Crawford,British Indian Ocean Territory (Chagos Archipelago),97219,52069,28.0,Male,Basketball,25.0,12.0,5505
2439,John,Wells,Belgium,48815,14324,31.0,Male,Cricket,84.0,19.0,2181
6152,Oscar,Nelson,Cameroon,83553,18288,30.0,Female,Football,51.0,18.0,8474
7597,Gloria,Bean,Peru,36619,59820,33.0,Male,Football,91.0,19.0,6993
7458,Michelle,Salazar,South Africa,27052,32704,29.0,Male,Cricket,71.0,20.0,8443
8664,William,Young,Australia,27919,82999,17.0,Male,Keno,77.0,20.0,9986
4148,Kendra,Oneill,Austria,16160,9777,12.0,Female,Basketball,34.0,14.0,9495
4120,Mary,Hernandez,Burundi,21966,7236,15.0,Female,Cricket,46.0,17.0,3801
3447,Nathan,Oconnor,British Virgin Islands,23350,7618,16.0,Male,Football,49.0,17.0,793
2982,Michael,Spencer,Tunisia,24593,3287,14.0,Male,Keno,49.0,17.0,415
7572,Carrie,Perez,Czech Republic,23972,4574,14.0,Male,Tennis,48.0,17.0,6125
6424,Adrian,Jackson,Eritrea,50854,15191,32.0,Female,Football,84.0,19.0,8908
2304,Paul,Oneal,Norfolk Island,33332,85943,17.0,Male,Cricket,84.0,20.0,7244
7117,Traci,Henson,Tunisia,42547,19964,32.0,Male,Cricket,84.0,19.0,5741
4919,Jimmy,Lamb,Kenya,47971,33176,38.0,Male,Basketball,93.0,18.0,6746
7859,Jeffrey,Bailey,Namibia,62278,22133,36.0,Female,Football,85.0,19.0,984
2082,Lauren,Griffin,Palau,21825,9672,16.0,Male,Football,48.0,17.0,3497
8606,Dustin,Torres,Rwanda,60202,10483,30.0,Male,Tennis,79.0,19.0,4296
4326,Nicole,Clark,Aruba,36618,32651,34.0,Female,Poker,85.0,19.0,1222
4125,Kyle,Charles,Mali,38874,71823,29.0,Female,Basketball,93.0,18.0,1985
5372,Joseph,Owens,Antigua and Barbuda,21954,6917,15.0,Male,Cricket,46.0,17.0,8434
2560,Gerald,Ramsey,Germany,28031,51898,30.0,Female,Cricket,78.0,20.0,9858
7168,Michael,Coleman,Solomon Islands,28217,11407,21.0,Male,Basketball,61.0,19.0,1730
3535,John,Roberson,Burundi,16323,5790,10.0,Male,Cricket,32.0,13.0,4278
6193,Kenneth,Williams,Fiji,34822,16461,27.0,Female,Cricket,74.0,19.0,4047
2676,Tina,Henry,Romania,42194,19843,32.0,Male,Poker,84.0,19.0,5237
7204,Eddie,Dickson,Togo,20842,6524,14.0,Male,Cricket,43.0,16.0,6805
7604,Sheila,Tran,Haiti,25819,17582,23.0,Male,Cricket,61.0,19.0,5457
8587,Kevin,Smith,Sri Lanka,23380,9499,17.0,Male,Cricket,51.0,17.0,8633
3530,Marie,Cummings,Sri Lanka,24769,8082,17.0,Male,Poker,53.0,18.0,1804
2434,Ebony,Allen,Chad,69310,25371,36.0,Male,Cricket,80.0,19.0,2058
7834,Tiffany,Woods,Indonesia,24705,8377,17.0,Male,Esports,53.0,18.0,5092
6494,Joyce,Vazquez,Lao People's Democratic Republic,23044,9126,17.0,Female,Cricket,50.0,17.0,2753
5889,Samantha,Cunningham,Tanzania,42568,10912,27.0,Male,Poker,78.0,19.0,2089
7086,Claudia,Perez,Cuba,31527,63460,29.0,Male,Poker,85.0,19.0,7408
7604,Sheila,Tran,Haiti,59774,13034,31.0,Male,Keno,81.0,19.0,8328
3621,Jimmy,Harrington,Norfolk Island,36572,51813,34.0,Male,Poker,90.0,19.0,9905
4898,Jeffrey,Davis,Guinea-Bissau,22705,9289,17.0,Male,Football,49.0,17.0,2113
2078,Kathy,Williams,Cuba,79036,23981,34.0,Male,Cricket,63.0,19.0,5593
4528,Edward,Herrera,Maldives,14527,9402,11.0,Male,Esports,29.0,12.0,1464
2294,George,Smith,Japan,32226,25677,30.0,Male,Cricket,76.0,19.0,5614
6996,Eddie,Smith,Namibia,71854,14536,31.0,Female,Cricket,70.0,19.0,5852
9209,Aaron,Livingston,Seychelles,23499,8517,17.0,Male,Poker,50.0,17.0,4204
5794,Colton,Dorsey,Cayman Islands,39464,31255,35.0,Male,Basketball,87.0,19.0,6942
9831,Michael,Salinas,Botswana,39049,54876,35.0,Male,Cricket,93.0,18.0,2533
4690,Robert,Williams,Libyan Arab Jamahiriya,29476,18008,25.0,Male,Basketball,68.0,19.0,2792
8226,Nancy,Glenn,Pitcairn Islands,93589,14621,23.0,Female,Keno,22.0,10.0,3100
7779,Jean,Cox,Slovenia,29215,45033,31.0,Male,Cricket,78.0,20.0,988
3943,Dylan,Giles,British Virgin Islands,41992,24233,33.0,Female,Cricket,86.0,19.0,2762
9779,Megan,Armstrong,Mayotte,38002,72244,28.0,Male,Keno,92.0,19.0,2276
3956,Connor,Grimes,British Indian Ocean Territory (Chagos Archipelago),72842,43415,39.0,Male,Keno,82.0,19.0,5367
6796,Bryce,Poole,Sweden,44507,65375,33.0,Male,Cricket,98.0,18.0,1309
2418,Elaine,Allen,Benin,58855,26818,37.0,Male,Cricket,89.0,19.0,4674
5562,Howard,Young,Lithuania,56049,38409,40.0,Male,Basketball,95.0,18.0,977
1985,Kristin,Davis,Vietnam,24798,7124,17.0,Male,Football,52.0,18.0,4800
5646,Emma,Ramsey,Togo,41745,16804,30.0,Male,Cricket,82.0,19.0,1055
9436,Amanda,Gonzalez,China,62441,25970,37.0,Female,Keno,87.0,19.0,1572
3943,Dylan,Giles,British Virgin Islands,61731,13743,32.0,Female,Basketball,80.0,19.0,2650
3639,Daniel,House,Togo,27978,15992,24.0,Male,Poker,64.0,19.0,1286
8549,Christopher,Thompson,Israel,99129,40941,27.0,Female,Cricket,17.0,9.0,9112
5760,Samantha,Palmer,Cape Verde,88555,13820,25.0,Male,Football,36.0,14.0,7231
4326,Nicole,Clark,Aruba,27186,10045,20.0,Female,Bingo,59.0,18.0,1244
3828,Ronald,Bowman,Haiti,43838,15240,30.0,Male,Cricket,82.0,19.0,2964
8919,Patricia,Harris,Samoa,36047,12346,26.0,Female,Cricket,73.0,19.0,6689
1316,Kenneth,Gallagher,Northern Mariana Islands,27441,38025,30.0,Female,Cricket,73.0,20.0,4868
5243,David,Harrison,Montenegro,37062,79362,24.0,Male,Cricket,90.0,19.0,3205
9779,Megan,Armstrong,Mayotte,57312,39613,40.0,Male,Cricket,95.0,18.0,8476
2326,Rachael,Hill,Brazil,59623,38005,40.0,Female,Football,93.0,18.0,4489
7346,Benjamin,Michael,India,26841,26667,27.0,Female,Bingo,68.0,19.0,4759
6334,Elizabeth,Leon,El Salvador,51906,85347,24.0,Female,Keno,97.0,18.0,8048
1335,Anthony,Hurst,Nigeria,22826,8875,16.0,Female,Football,49.0,17.0,4680
9957,Cynthia,Smith,New Caledonia,24685,7836,17.0,Male,Football,52.0,18.0,9879
2304,Paul,Oneal,Norfolk Island,47589,62048,35.0,Male,Cricket,99.0,17.0,8028
1329,Emily,Perez,Guatemala,40134,31287,35.0,Female,Cricket,88.0,19.0,2183
4348,Jean,Dudley,Guinea-Bissau,64021,17846,34.0,Male,Tennis,81.0,19.0,5570
5359,Paula,Swanson,Maldives,73018,25126,36.0,Male,Cricket,74.0,19.0,6273
8645,Rachel,Smith,Suriname,62499,14831,32.0,Female,Cricket,80.0,19.0,7278
4528,Edward,Herrera,Maldives,32821,62005,30.0,Female,Poker,86.0,19.0,946
5733,Amanda,Bruce,Slovakia (Slovak Republic),19368,9516,15.0,Male,Cricket,42.0,16.0,3077
8271,Kevin,Koch,Saint Lucia,24054,8179,17.0,Male,Football,51.0,17.0,1317
2082,Lauren,Griffin,Palau,34170,16761,27.0,Male,Poker,74.0,19.0,6775
5733,Amanda,Bruce,Slovakia (Slovak Republic),93976,12854,22.0,Female,Basketball,20.0,9.0,7872
9138,Jeremiah,Martinez,Guinea-Bissau,59143,85720,24.0,Male,Poker,96.0,18.0,1520
9867,Andrew,Smith,Barbados,26106,19243,24.0,Male,Cricket,62.0,19.0,3301
4580,Mary,Jordan,Turks and Caicos Islands,19133,7472,13.0,Male,Cricket,40.0,15.0,3183
7408,Keith,Bradshaw,Lithuania,52655,15807,32.0,Male,Keno,85.0,19.0,1962
8899,Patrick,Johnson,Sudan,51580,16076,32.0,Female,Poker,85.0,19.0,6269
9444,Jody,Nelson,Kuwait,40584,14190,29.0,Male,Football,79.0,19.0,5651
6493,Sandra,Farmer,Central African Republic,29337,65058,27.0,Male,Cricket,81.0,20.0,6358
1494,James,Smith,Norway,53277,61714,37.0,Male,Keno,100.0,17.0,849
6757,Adam,Hall,Venezuela,32062,12270,24.0,Male,Keno,68.0,19.0,2089
2692,Brittany,Bradford,Latvia,62947,21747,36.0,Male,Cricket,84.0,19.0,3249
1304,Bryan,Blanchard,Czech Republic,25058,51886,28.0,Male,Poker,72.0,20.0,7598
5920,Travis,Quinn,Ukraine,61261,68737,34.0,Female,Cricket,97.0,18.0,4581
7001,Shelly,Hart,Barbados,59709,25957,37.0,Male,Cricket,88.0,19.0,4532
5918,Julia,Dodson,Belize,18200,7980,13.0,Male,Basketball,38.0,15.0,5750
9817,Trevor,Jackson,Netherlands Antilles,29229,24077,28.0,Female,Cricket,71.0,19.0,9782
7031,Dylan,Wolf,Bangladesh,39908,17473,30.0,Male,Poker,80.0,19.0,905
8976,Matthew,Green,Antarctica (the territory South of 60 deg S),69624,20217,34.0,Male,Tennis,76.0,19.0,8523
7086,Claudia,Perez,Cuba,63291,51598,39.0,Male,Cricket,94.0,18.0,9676
5165,David,Gonzalez,Bangladesh,40982,10936,27.0,Male,Football,77.0,19.0,1350
8678,Shannon,Fletcher,Mauritius,48737,26627,36.0,Female,Cricket,90.0,18.0,6986
5098,Amber,Johnson,Antarctica (the territory South of 60 deg S),51185,52461,39.0,Male,Keno,99.0,17.0,3286
3767,Ellen,Johnson,Saint Pierre and Miquelon,58858,51079,39.0,Male,Cricket,97.0,18.0,6722
4818,Tiffany,Brown,Montenegro,58179,61919,37.0,Female,Blackjack,99.0,17.0,7480
4753,Chloe,Hernandez,Ecuador,72988,32499,38.0,Male,Poker,78.0,19.0,1805
5153,Grace,Wagner,Serbia,89742,31592,31.0,Male,Poker,42.0,16.0,6182
9695,Linda,Jones,United Arab Emirates,82727,18285,30.0,Male,Football,53.0,18.0,942
3894,James,Mitchell,Zambia,26705,14660,22.0,Male,Cricket,61.0,19.0,7399
6589,Tanya,Mcmillan,Morocco,67649,26102,37.0,Male,Cricket,82.0,19.0,2021
2676,Tina,Henry,Romania,21660,7833,15.0,Female,Basketball,46.0,17.0,7234
2219,Danielle,Nguyen,Benin,38589,23321,32.0,Male,Poker,82.0,19.0,632
1482,Tara,Sloan,Nigeria,81897,27912,34.0,Male,Basketball,59.0,19.0,7956
6823,John,Smith,Mongolia,51643,33075,38.0,Male,Basketball,94.0,18.0,9552
3796,Nichole,Johnson,Iraq,99441,80998,15.0,Male,Keno,18.0,9.0,1621
7522,Colleen,Ryan,Heard Island and McDonald Islands,27947,40092,31.0,Male,Cricket,75.0,20.0,6659
9790,Leah,Brown,Comoros,29397,64913,27.0,Male,Basketball,81.0,20.0,6061
9448,Janice,Roberts,Malaysia,46551,93116,16.0,Female,Cricket,94.0,18.0,8019
3956,Connor,Grimes,British Indian Ocean Territory (Chagos Archipelago),36495,50831,34.0,Male,Cricket,90.0,19.0,5235
9209,Aaron,Livingston,Seychelles,78458,63316,34.0,Male,Cricket,75.0,20.0,7013
3556,Lance,Shields,Togo,30705,13050,24.0,Male,Cricket,66.0,19.0,5720
8573,James,Bennett,United Kingdom,40406,51909,36.0,Female,Cricket,94.0,18.0,8392
4159,Carlos,Bryan,Sudan,24604,8436,17.0,Female,Cricket,53.0,18.0,3576
6259,Vicki,Nelson,Congo,50002,53085,38.0,Male,Cricket,99.0,17.0,3123
4958,Lori,Jackson,Korea,22233,7333,15.0,Female,Cricket,47.0,17.0,1832
1250,Linda,Horton,Oman,28810,36705,31.0,Male,Cricket,75.0,20.0,7740
4326,Nicole,Clark,Aruba,36153,51945,34.0,Male,Football,90.0,19.0,3945
1274,Daniel,Caldwell,Latvia,37031,30903,34.0,Male,Cricket,84.0,19.0,7032
3273,Tyler,Nichols,Northern Mariana Islands,69440,37584,39.0,Male,Football,85.0,19.0,4293
8606,Dustin,Torres,Rwanda,96180,51789,29.0,Male,Cricket,29.0,13.0,7134
8919,Patricia,Harris,Samoa,29111,10014,21.0,Female,Cricket,62.0,19.0,8698
6556,Carla,Jimenez,Korea,29717,83330,17.0,Female,Poker,80.0,20.0,3598
4473,Mary,Little,Venezuela,66891,10834,30.0,Male,Basketball,74.0,19.0,1338
3428,Ryan,Simmons,Solomon Islands,45449,18684,32.0,Female,Football,85.0,19.0,2615
1205,Timothy,Jensen,Belgium,59542,14140,32.0,Male,Football,82.0,19.0,8224
5711,Penny,Moss,Palestinian Territory,33678,11368,24.0,Female,Cricket,70.0,19.0,4691
9650,Emily,Davis,Maldives,50652,13947,31.0,Female,Keno,84.0,19.0,2776
3734,Jason,George,Lebanon,32922,81042,21.0,Male,Cricket,85.0,19.0,3285
1985,Kristin,Davis,Vietnam,33301,27126,31.0,Male,Cricket,78.0,19.0,5327
8871,John,Blackburn,Colombia,41605,44683,37.0,Male,Tennis,93.0,18.0,3354
7572,Carrie,Perez,Czech Republic,63425,10716,30.0,Female,Cricket,77.0,19.0,1486
4125,Kyle,Charles,Mali,25842,40424,29.0,Male,Cricket,71.0,20.0,2276
5516,Bryan,King,Belarus,38670,29468,34.0,Female,Football,86.0,19.0,5717
6952,Robert,Parker,Bahrain,18863,8862,14.0,Male,Cricket,40.0,15.0,3662
9375,Kyle,George,New Caledonia,95920,57202,28.0,Male,Cricket,30.0,13.0,3704
4033,Julie,Brown,Sri Lanka,52745,10035,29.0,Female,Football,81.0,19.0,2994
4326,Nicole,Clark,Aruba,54157,56041,38.0,Male,Cricket,99.0,17.0,8168
5153,Grace,Wagner,Serbia,17663,3760,9.0,Male,Poker,34.0,14.0,5190
1578,Joel,Lozano,Pakistan,66901,20271,35.0,Male,Cricket,80.0,19.0,710
8584,Stephen,Schultz,Saint Helena,30005,33385,31.0,Female,Cricket,76.0,20.0,3826
4136,Daniel,Holloway,Antarctica (the territory South of 60 deg S),72034,22129,35.0,Male,Football,74.0,19.0,1822
2680,Ethan,Hansen,Jersey,22403,9076,16.0,Male,Cricket,48.0,17.0,6680
1801,Lauren,Cervantes,North Macedonia,30681,12754,23.0,Male,Cricket,66.0,19.0,8274
5733,Amanda,Bruce,Slovakia (Slovak Republic),31007,18360,26.0,Female,Poker,70.0,19.0,739
3734,Jason,George,Lebanon,78673,81475,24.0,Female,Poker,73.0,20.0,5969
9392,Alexandra,Brown,Syrian Arab Republic,52514,17465,33.0,Male,Football,86.0,19.0,8855
8983,Alice,Williams,Saudi Arabia,48106,75949,29.0,Female,Football,99.0,18.0,4007
2815,Paul,Richardson,Iraq,29859,31196,30.0,Female,Keno,75.0,20.0,1248
4604,Jeffrey,Johnson,Palestinian Territory,49481,12505,30.0,Female,Basketball,83.0,19.0,5389
1177,Jennifer,Phillips,Norfolk Island,23540,3369,13.0,Male,Cricket,47.0,17.0,9254
1254,Jessica,Vega,Bolivia,78594,25339,34.0,Male,Keno,65.0,19.0,1970
8928,Joshua,Rangel,Heard Island and McDonald Islands,53330,43122,40.0,Female,Football,97.0,18.0,619
9841,Dylan,Mitchell,Qatar,95761,51926,29.0,Female,Basketball,30.0,13.0,3851
7695,James,Sullivan,South Georgia and the South Sandwich Islands,29879,26271,29.0,Male,Poker,73.0,19.0,2197
6517,Frank,Simmons,Reunion,27747,59730,28.0,Male,Keno,78.0,20.0,127
5248,Andrew,Carter,Myanmar,63949,44360,40.0,Male,Football,92.0,18.0,6911
4881,Jimmy,Campbell,Mozambique,95015,14492,22.0,Male,Basketball,18.0,9.0,2709
4348,Jean,Dudley,Guinea-Bissau,35372,22289,30.0,Male,Poker,78.0,19.0,2211
6723,Maria,Brooks,Georgia,32066,86505,16.0,Female,Cricket,83.0,20.0,9911
